PatchID,X,Y,SubpatchNO,K,K StDev,N0,Natal Grounds,Migration Grounds,Genes Initialize,Class Vars,Mortality Out %,Mortality Out StDev,Mortality Back,Mortality Back StDev,Mortality Eggs,Mortality Eggs StDev,Migration,Set Migration,Straying,GrowthTemperatureOut,GrowthTemperatureOutStDev,GrowDaysOut,GrowDaysOutStDev,GrowthTemperatureBack,GrowthTemperatureBackStDev,GrowDaysBack,GrowDaysBackStDev,Capture Probability Out,Capture Probability Back,HabitatOut,HabitatBack,Fitness_AA,Fitness_Aa,Fitness_aa,Fitness_BB,Fitness_Bb,Fitness_bb,Fitness_AABB,Fitness_AaBB,Fitness_aaBB,Fitness_AABb,Fitness_AaBb,Fitness_aaBb,Fitness_AAbb,Fitness_Aabb,Fitness_aabb
2285,581190,4712907,2285,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,18.1200008 | 19.3700008 | 20.1599998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2286,581103,4712882,2286,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,18.1200008 | 19.3700008 | 20.1599998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2287,581024,4712934,2287,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,18.1200008 | 19.3700008 | 20.1599998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2288,580937,4712952,2288,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,18.1200008 | 19.3700008 | 20.1599998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2289,580850,4712905,2289,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,18.1200008 | 19.3700008 | 20.1599998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2290,563767,4719544,2290,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,18.1200008 | 19.3700008 | 20.1599998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2291,563805,4719463,2291,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2292,563882,4719405,2292,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2293,563975,4719390,2293,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2294,564050,4719340,2294,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2295,564115,4719266,2295,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2296,564178,4719191,2296,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2297,564196,4719099,2297,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2298,564196,4719001,2298,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2299,564236,4718922,2299,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2300,564314,4718863,2300,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2301,564405,4718856,2301,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2302,564498,4718860,2302,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2303,564570,4718799,2303,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2304,564613,4718716,2304,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4799995 | 15.7299995 | 16.5200005,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2305,564627,4718619,2305,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2306,564662,4718529,2306,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2307,564733,4718466,2307,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2308,564789,4718408,2308,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2309,564762,4718317,2309,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2310,564706,4718237,2310,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2311,564675,4718146,2311,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2312,564656,4718049,2312,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2313,564643,4717955,2313,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2314,564695,4717880,2314,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2315,564748,4717801,2315,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2316,564765,4717705,2316,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2317,564804,4717617,2317,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2318,564826,4717525,2318,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.4300003 | 15.6800003 | 16.4699993,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2319,578521,4723228,2319,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,14.8500004 | 16.1000004 | 16.8899994,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
2320,578533,4723144,2320,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.3099995 | 20.5599995 | 21.3500004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2321,578604,4723076,2321,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.3099995 | 20.5599995 | 21.3500004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2322,578696,4723057,2322,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.3099995 | 20.5599995 | 21.3500004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2323,578782,4723017,2323,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.3099995 | 20.5599995 | 21.3500004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2324,578835,4722944,2324,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.3099995 | 20.5599995 | 21.3500004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2325,578797,4722873,2325,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.3099995 | 20.5599995 | 21.3500004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2326,578709,4722897,2326,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.2399998 | 20.4899998 | 21.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2327,578631,4722891,2327,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.2399998 | 20.4899998 | 21.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2328,578618,4722800,2328,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.2399998 | 20.4899998 | 21.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2329,578642,4722710,2329,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.2399998 | 20.4899998 | 21.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2330,578642,4722614,2330,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.2399998 | 20.4899998 | 21.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2331,578648,4722537,2331,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.2399998 | 20.4899998 | 21.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2332,578735,4722508,2332,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.2399998 | 20.4899998 | 21.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2333,578799,4722450,2333,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.2399998 | 20.4899998 | 21.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2334,578788,4722355,2334,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.2999992 | 20.5499992 | 21.3400002,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
2335,578737,4722275,2335,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,19.2999992 | 20.5499992 | 21.3400002,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 20,0 | 0 | 40,1,1,1,1,1,1,1,1,1,1,1,1
